"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe"
"06073013205","Census Tract 132.05, San Diego County, California","B01001_001",2431,178,2431,178
"06073013206","Census Tract 132.06, San Diego County, California","B01001_001",7185,663,7185,663
"06073013301","Census Tract 133.01, San Diego County, California","B01001_001",5205,556,5205,556
"06073013302","Census Tract 133.02, San Diego County, California","B01001_001",4773,343,4773,343
"06073013303","Census Tract 133.03, San Diego County, California","B01001_001",5111,453,5111,453
"06073013306","Census Tract 133.06, San Diego County, California","B01001_001",4517,751,4517,751
"06073013307","Census Tract 133.07, San Diego County, California","B01001_001",4780,568,4780,568
"06073013308","Census Tract 133.08, San Diego County, California","B01001_001",3669,528,3669,528
"06073013309","Census Tract 133.09, San Diego County, California","B01001_001",6733,587,6733,587
"06073013310","Census Tract 133.1, San Diego County, California","B01001_001",31118,1963,31118,1963
"06073013311","Census Tract 133.11, San Diego County, California","B01001_001",11136,762,11136,762
"06073013312","Census Tract 133.12, San Diego County, California","B01001_001",2549,265,2549,265
"06073013313","Census Tract 133.13, San Diego County, California","B01001_001",19689,1212,19689,1212
"06073013314","Census Tract 133.14, San Diego County, California","B01001_001",22349,1482,22349,1482
"06073013401","Census Tract 134.01, San Diego County, California","B01001_001",4374,447,4374,447
"06073013409","Census Tract 134.09, San Diego County, California","B01001_001",5421,457,5421,457
"06073013410","Census Tract 134.10, San Diego County, California","B01001_001",7827,630,7827,630
"06073013411","Census Tract 134.11, San Diego County, California","B01001_001",5160,423,5160,423
"06073013412","Census Tract 134.12, San Diego County, California","B01001_001",4691,465,4691,465
"06073013414","Census Tract 134.14, San Diego County, California","B01001_001",7428,598,7428,598
"06073013415","Census Tract 134.15, San Diego County, California","B01001_001",1302,208,1302,208
"06073013416","Census Tract 134.16, San Diego County, California","B01001_001",4261,527,4261,527
"06073013417","Census Tract 134.17, San Diego County, California","B01001_001",2071,188,2071,188
"06073013418","Census Tract 134.18, San Diego County, California","B01001_001",6698,649,6698,649
"06073013419","Census Tract 134.19, San Diego County, California","B01001_001",8876,572,8876,572
"06073013420","Census Tract 134.20, San Diego County, California","B01001_001",3468,386,3468,386
"06073013421","Census Tract 134.21, San Diego County, California","B01001_001",4488,648,4488,648
"06073013503","Census Tract 135.03, San Diego County, California","B01001_001",6265,512,6265,512
"06073013504","Census Tract 135.04, San Diego County, California","B01001_001",3789,227,3789,227
"06073013505","Census Tract 135.05, San Diego County, California","B01001_001",5676,406,5676,406
"06073013506","Census Tract 135.06, San Diego County, California","B01001_001",4103,433,4103,433
"06073013601","Census Tract 136.01, San Diego County, California","B01001_001",5799,435,5799,435
"06073013604","Census Tract 136.04, San Diego County, California","B01001_001",6636,483,6636,483
"06073013605","Census Tract 136.05, San Diego County, California","B01001_001",6227,537,6227,537
"06073013606","Census Tract 136.06, San Diego County, California","B01001_001",6480,523,6480,523
"06073013701","Census Tract 137.01, San Diego County, California","B01001_001",2433,210,2433,210
"06073013702","Census Tract 137.02, San Diego County, California","B01001_001",5528,427,5528,427
"06073013801","Census Tract 138.01, San Diego County, California","B01001_001",4946,596,4946,596
"06073013802","Census Tract 138.02, San Diego County, California","B01001_001",3523,238,3523,238
"06073013903","Census Tract 139.03, San Diego County, California","B01001_001",4299,349,4299,349
"06073013905","Census Tract 139.05, San Diego County, California","B01001_001",3897,400,3897,400
"06073013906","Census Tract 139.06, San Diego County, California","B01001_001",5291,388,5291,388
"06073013907","Census Tract 139.07, San Diego County, California","B01001_001",4670,419,4670,419
"06073013908","Census Tract 139.08, San Diego County, California","B01001_001",4120,488,4120,488
"06073013909","Census Tract 139.09, San Diego County, California","B01001_001",5068,451,5068,451
"06073014001","Census Tract 140.01, San Diego County, California","B01001_001",4500,271,4500,271
"06073014002","Census Tract 140.02, San Diego County, California","B01001_001",5051,447,5051,447
"06073014101","Census Tract 141.01, San Diego County, California","B01001_001",3370,333,3370,333
"06073014102","Census Tract 141.02, San Diego County, California","B01001_001",4198,350,4198,350
"06073014200","Census Tract 142, San Diego County, California","B01001_001",6513,410,6513,410
"06073014300","Census Tract 143, San Diego County, California","B01001_001",4131,455,4131,455
"06073014400","Census Tract 144, San Diego County, California","B01001_001",4412,459,4412,459
"06073014500","Census Tract 145, San Diego County, California","B01001_001",3880,280,3880,280
"06073014601","Census Tract 146.01, San Diego County, California","B01001_001",4854,423,4854,423
"06073014602","Census Tract 146.02, San Diego County, California","B01001_001",5445,375,5445,375
"06073014700","Census Tract 147, San Diego County, California","B01001_001",8008,495,8008,495
"06073014803","Census Tract 148.03, San Diego County, California","B01001_001",4818,367,4818,367
"06073014804","Census Tract 148.04, San Diego County, California","B01001_001",4112,482,4112,482
"06073014805","Census Tract 148.05, San Diego County, California","B01001_001",4358,449,4358,449
"06073014806","Census Tract 148.06, San Diego County, California","B01001_001",2778,381,2778,381
"06073014901","Census Tract 149.01, San Diego County, California","B01001_001",4086,413,4086,413
"06073014902","Census Tract 149.02, San Diego County, California","B01001_001",3176,219,3176,219
"06073015000","Census Tract 150, San Diego County, California","B01001_001",7367,653,7367,653
"06073015100","Census Tract 151, San Diego County, California","B01001_001",4916,371,4916,371
"06073015200","Census Tract 152, San Diego County, California","B01001_001",3773,222,3773,222
"06073015301","Census Tract 153.01, San Diego County, California","B01001_001",3560,346,3560,346
"06073015302","Census Tract 153.02, San Diego County, California","B01001_001",4477,350,4477,350
"06073015403","Census Tract 154.03, San Diego County, California","B01001_001",2619,185,2619,185
"06073015404","Census Tract 154.04, San Diego County, California","B01001_001",7831,568,7831,568
"06073015405","Census Tract 154.05, San Diego County, California","B01001_001",5569,277,5569,277
"06073015406","Census Tract 154.06, San Diego County, California","B01001_001",2468,142,2468,142
"06073015501","Census Tract 155.01, San Diego County, California","B01001_001",5180,405,5180,405
"06073015502","Census Tract 155.02, San Diego County, California","B01001_001",2889,196,2889,196
"06073015601","Census Tract 156.01, San Diego County, California","B01001_001",6043,454,6043,454
"06073015602","Census Tract 156.02, San Diego County, California","B01001_001",2432,184,2432,184
"06073015701","Census Tract 157.01, San Diego County, California","B01001_001",5966,578,5966,578
"06073015703","Census Tract 157.03, San Diego County, California","B01001_001",7146,544,7146,544
"06073015704","Census Tract 157.04, San Diego County, California","B01001_001",3936,452,3936,452
"06073015801","Census Tract 158.01, San Diego County, California","B01001_001",3544,375,3544,375
"06073015802","Census Tract 158.02, San Diego County, California","B01001_001",4877,462,4877,462
"06073015901","Census Tract 159.01, San Diego County, California","B01001_001",4037,321,4037,321
"06073015902","Census Tract 159.02, San Diego County, California","B01001_001",5178,288,5178,288
"06073016000","Census Tract 160, San Diego County, California","B01001_001",2265,193,2265,193
"06073016100","Census Tract 161, San Diego County, California","B01001_001",6322,475,6322,475
"06073016201","Census Tract 162.01, San Diego County, California","B01001_001",5382,315,5382,315
"06073016202","Census Tract 162.02, San Diego County, California","B01001_001",3868,341,3868,341
"06073016301","Census Tract 163.01, San Diego County, California","B01001_001",5338,380,5338,380
"06073016302","Census Tract 163.02, San Diego County, California","B01001_001",5865,432,5865,432
"06073016401","Census Tract 164.01, San Diego County, California","B01001_001",5340,289,5340,289
"06073016402","Census Tract 164.02, San Diego County, California","B01001_001",8404,677,8404,677
"06073016502","Census Tract 165.02, San Diego County, California","B01001_001",7635,677,7635,677
"06073016503","Census Tract 165.03, San Diego County, California","B01001_001",3481,299,3481,299
"06073016504","Census Tract 165.04, San Diego County, California","B01001_001",6856,765,6856,765
"06073016605","Census Tract 166.05, San Diego County, California","B01001_001",7830,512,7830,512
"06073016606","Census Tract 166.06, San Diego County, California","B01001_001",3575,330,3575,330
"06073016607","Census Tract 166.07, San Diego County, California","B01001_001",7432,441,7432,441
"06073016608","Census Tract 166.08, San Diego County, California","B01001_001",2737,269,2737,269
"06073016609","Census Tract 166.09, San Diego County, California","B01001_001",5467,390,5467,390
"06073016610","Census Tract 166.10, San Diego County, California","B01001_001",4082,326,4082,326
"06073016612","Census Tract 166.12, San Diego County, California","B01001_001",5936,318,5936,318
"06073016613","Census Tract 166.13, San Diego County, California","B01001_001",1881,113,1881,113
"06073016614","Census Tract 166.14, San Diego County, California","B01001_001",3987,306,3987,306
"06073016615","Census Tract 166.15, San Diego County, California","B01001_001",4488,673,4488,673
"06073016616","Census Tract 166.16, San Diego County, California","B01001_001",4441,375,4441,375
"06073016617","Census Tract 166.17, San Diego County, California","B01001_001",3453,253,3453,253
"06073016701","Census Tract 167.01, San Diego County, California","B01001_001",9508,572,9508,572
"06073016702","Census Tract 167.02, San Diego County, California","B01001_001",8517,1045,8517,1045
"06073016802","Census Tract 168.02, San Diego County, California","B01001_001",7213,724,7213,724
"06073016804","Census Tract 168.04, San Diego County, California","B01001_001",7501,786,7501,786
"06073016806","Census Tract 168.06, San Diego County, California","B01001_001",4856,427,4856,427
"06073016807","Census Tract 168.07, San Diego County, California","B01001_001",7615,579,7615,579
"06073016809","Census Tract 168.09, San Diego County, California","B01001_001",5625,382,5625,382
"06073016810","Census Tract 168.10, San Diego County, California","B01001_001",3022,252,3022,252
"06073016811","Census Tract 168.11, San Diego County, California","B01001_001",4818,490,4818,490
"06073016901","Census Tract 169.01, San Diego County, California","B01001_001",7427,691,7427,691
"06073016902","Census Tract 169.02, San Diego County, California","B01001_001",2841,260,2841,260
"06073017006","Census Tract 170.06, San Diego County, California","B01001_001",2957,164,2957,164
"06073017009","Census Tract 170.09, San Diego County, California","B01001_001",4857,438,4857,438
"06073017010","Census Tract 170.10, San Diego County, California","B01001_001",3275,242,3275,242
"06073017014","Census Tract 170.14, San Diego County, California","B01001_001",2553,152,2553,152
"06073017015","Census Tract 170.15, San Diego County, California","B01001_001",7756,544,7756,544
"06073017018","Census Tract 170.18, San Diego County, California","B01001_001",4087,304,4087,304
"06073017019","Census Tract 170.19, San Diego County, California","B01001_001",6673,290,6673,290
"06073017020","Census Tract 170.20, San Diego County, California","B01001_001",3675,217,3675,217
"06073017021","Census Tract 170.21, San Diego County, California","B01001_001",3368,332,3368,332
"06073017022","Census Tract 170.22, San Diego County, California","B01001_001",5469,317,5469,317
"06073017029","Census Tract 170.29, San Diego County, California","B01001_001",8548,726,8548,726
"06073017030","Census Tract 170.30, San Diego County, California","B01001_001",25348,1148,25348,1148
"06073017031","Census Tract 170.31, San Diego County, California","B01001_001",4170,284,4170,284
"06073017032","Census Tract 170.32, San Diego County, California","B01001_001",15361,968,15361,968
"06073017033","Census Tract 170.33, San Diego County, California","B01001_001",4936,181,4936,181
"06073017034","Census Tract 170.34, San Diego County, California","B01001_001",5054,258,5054,258
"06073017035","Census Tract 170.35, San Diego County, California","B01001_001",3505,238,3505,238
"06073017036","Census Tract 170.36, San Diego County, California","B01001_001",3606,289,3606,289
"06073017037","Census Tract 170.37, San Diego County, California","B01001_001",5575,422,5575,422
"06073017039","Census Tract 170.39, San Diego County, California","B01001_001",7364,407,7364,407
"06073017040","Census Tract 170.40, San Diego County, California","B01001_001",4488,293,4488,293
"06073017041","Census Tract 170.41, San Diego County, California","B01001_001",5923,433,5923,433
"06073017042","Census Tract 170.42, San Diego County, California","B01001_001",8163,491,8163,491
"06073017043","Census Tract 170.43, San Diego County, California","B01001_001",6780,478,6780,478
"06073017044","Census Tract 170.44, San Diego County, California","B01001_001",5826,219,5826,219
"06073017045","Census Tract 170.45, San Diego County, California","B01001_001",2686,110,2686,110
"06073017046","Census Tract 170.46, San Diego County, California","B01001_001",4037,168,4037,168
"06073017047","Census Tract 170.47, San Diego County, California","B01001_001",3971,189,3971,189
"06073017048","Census Tract 170.48, San Diego County, California","B01001_001",6758,718,6758,718
"06073017049","Census Tract 170.49, San Diego County, California","B01001_001",3364,306,3364,306
"06073017050","Census Tract 170.50, San Diego County, California","B01001_001",3104,270,3104,270
"06073017051","Census Tract 170.51, San Diego County, California","B01001_001",5188,551,5188,551
"06073017052","Census Tract 170.52, San Diego County, California","B01001_001",5277,389,5277,389
"06073017053","Census Tract 170.53, San Diego County, California","B01001_001",3305,250,3305,250
"06073017054","Census Tract 170.54, San Diego County, California","B01001_001",5731,436,5731,436
"06073017055","Census Tract 170.55, San Diego County, California","B01001_001",5453,339,5453,339
"06073017056","Census Tract 170.56, San Diego County, California","B01001_001",4486,319,4486,319
"06073017104","Census Tract 171.04, San Diego County, California","B01001_001",3906,247,3906,247
"06073017106","Census Tract 171.06, San Diego County, California","B01001_001",4538,561,4538,561
"06073017107","Census Tract 171.07, San Diego County, California","B01001_001",2874,199,2874,199
"06073017108","Census Tract 171.08, San Diego County, California","B01001_001",4859,242,4859,242
"06073017109","Census Tract 171.09, San Diego County, California","B01001_001",7115,448,7115,448
"06073017110","Census Tract 171.10, San Diego County, California","B01001_001",11906,684,11906,684
"06073017200","Census Tract 172, San Diego County, California","B01001_001",4301,51,4301,51
"06073017303","Census Tract 173.03, San Diego County, California","B01001_001",2932,380,2932,380
"06073017304","Census Tract 173.04, San Diego County, California","B01001_001",5982,438,5982,438
"06073017305","Census Tract 173.05, San Diego County, California","B01001_001",3250,280,3250,280
"06073017306","Census Tract 173.06, San Diego County, California","B01001_001",2439,240,2439,240
"06073017401","Census Tract 174.01, San Diego County, California","B01001_001",5686,525,5686,525
"06073017403","Census Tract 174.03, San Diego County, California","B01001_001",5345,292,5345,292
"06073017404","Census Tract 174.04, San Diego County, California","B01001_001",7099,408,7099,408
"06073017501","Census Tract 175.01, San Diego County, California","B01001_001",2898,339,2898,339
"06073017502","Census Tract 175.02, San Diego County, California","B01001_001",3713,382,3713,382
"06073017601","Census Tract 176.01, San Diego County, California","B01001_001",5584,383,5584,383
"06073017603","Census Tract 176.03, San Diego County, California","B01001_001",2573,245,2573,245
"06073017604","Census Tract 176.04, San Diego County, California","B01001_001",7441,524,7441,524
"06073017701","Census Tract 177.01, San Diego County, California","B01001_001",5141,396,5141,396
"06073017702","Census Tract 177.02, San Diego County, California","B01001_001",3627,324,3627,324
"06073017801","Census Tract 178.01, San Diego County, California","B01001_001",6842,739,6842,739
"06073017808","Census Tract 178.08, San Diego County, California","B01001_001",6482,415,6482,415
"06073017809","Census Tract 178.09, San Diego County, California","B01001_001",2214,219,2214,219
"06073017810","Census Tract 178.10, San Diego County, California","B01001_001",4578,431,4578,431
"06073017811","Census Tract 178.11, San Diego County, California","B01001_001",6665,453,6665,453
"06073017813","Census Tract 178.13, San Diego County, California","B01001_001",4018,324,4018,324
"06073017900","Census Tract 179, San Diego County, California","B01001_001",7099,758,7099,758
"06073018000","Census Tract 180, San Diego County, California","B01001_001",3258,284,3258,284
"06073018100","Census Tract 181, San Diego County, California","B01001_001",6114,473,6114,473
"06073018200","Census Tract 182, San Diego County, California","B01001_001",6754,664,6754,664
"06073018300","Census Tract 183, San Diego County, California","B01001_001",2119,274,2119,274
"06073018400","Census Tract 184, San Diego County, California","B01001_001",3399,358,3399,358
"06073018504","Census Tract 185.04, San Diego County, California","B01001_001",6595,641,6595,641
"06073018507","Census Tract 185.07, San Diego County, California","B01001_001",10139,1026,10139,1026
"06073018509","Census Tract 185.09, San Diego County, California","B01001_001",5454,676,5454,676
"06073018510","Census Tract 185.10, San Diego County, California","B01001_001",2816,256,2816,256
"06073018511","Census Tract 185.11, San Diego County, California","B01001_001",5502,466,5502,466
"06073018512","Census Tract 185.12, San Diego County, California","B01001_001",3960,303,3960,303
"06073018513","Census Tract 185.13, San Diego County, California","B01001_001",9921,618,9921,618
"06073018514","Census Tract 185.14, San Diego County, California","B01001_001",8953,650,8953,650
"06073018515","Census Tract 185.15, San Diego County, California","B01001_001",4767,405,4767,405
"06073018516","Census Tract 185.16, San Diego County, California","B01001_001",3899,321,3899,321
"06073018517","Census Tract 185.17, San Diego County, California","B01001_001",4704,451,4704,451
"06073018518","Census Tract 185.18, San Diego County, California","B01001_001",3764,310,3764,310
"06073018519","Census Tract 185.19, San Diego County, California","B01001_001",5546,389,5546,389
"06073018601","Census Tract 186.01, San Diego County, California","B01001_001",5491,445,5491,445
"06073018603","Census Tract 186.03, San Diego County, California","B01001_001",6747,781,6747,781
"06073018608","Census Tract 186.08, San Diego County, California","B01001_001",2812,286,2812,286
"06073018609","Census Tract 186.09, San Diego County, California","B01001_001",6437,502,6437,502
"06073018610","Census Tract 186.10, San Diego County, California","B01001_001",7801,625,7801,625
"06073018611","Census Tract 186.11, San Diego County, California","B01001_001",10106,803,10106,803
"06073018612","Census Tract 186.12, San Diego County, California","B01001_001",4092,394,4092,394
"06073018613","Census Tract 186.13, San Diego County, California","B01001_001",4073,346,4073,346
"06073018614","Census Tract 186.14, San Diego County, California","B01001_001",5700,676,5700,676
"06073018700","Census Tract 187, San Diego County, California","B01001_001",38754,2166,38754,2166
"06073018801","Census Tract 188.01, San Diego County, California","B01001_001",3911,224,3911,224
"06073018802","Census Tract 188.02, San Diego County, California","B01001_001",8320,666,8320,666
"06073018803","Census Tract 188.03, San Diego County, California","B01001_001",4841,304,4841,304
"06073018903","Census Tract 189.03, San Diego County, California","B01001_001",4905,416,4905,416
"06073018904","Census Tract 189.04, San Diego County, California","B01001_001",5554,540,5554,540
"06073018905","Census Tract 189.05, San Diego County, California","B01001_001",6891,583,6891,583
"06073018906","Census Tract 189.06, San Diego County, California","B01001_001",6798,635,6798,635
"06073019001","Census Tract 190.01, San Diego County, California","B01001_001",5837,531,5837,531
"06073019002","Census Tract 190.02, San Diego County, California","B01001_001",2175,259,2175,259
"06073019101","Census Tract 191.01, San Diego County, California","B01001_001",6925,785,6925,785
"06073019103","Census Tract 191.03, San Diego County, California","B01001_001",5682,872,5682,872
"06073019105","Census Tract 191.05, San Diego County, California","B01001_001",5716,497,5716,497
"06073019106","Census Tract 191.06, San Diego County, California","B01001_001",10544,1054,10544,1054
"06073019107","Census Tract 191.07, San Diego County, California","B01001_001",2067,222,2067,222
"06073019203","Census Tract 192.03, San Diego County, California","B01001_001",2826,242,2826,242
"06073019205","Census Tract 192.05, San Diego County, California","B01001_001",6273,582,6273,582
"06073019206","Census Tract 192.06, San Diego County, California","B01001_001",5909,486,5909,486
"06073019207","Census Tract 192.07, San Diego County, California","B01001_001",9668,705,9668,705
"06073019208","Census Tract 192.08, San Diego County, California","B01001_001",3369,267,3369,267
"06073019301","Census Tract 193.01, San Diego County, California","B01001_001",6726,535,6726,535
"06073019302","Census Tract 193.02, San Diego County, California","B01001_001",7692,536,7692,536
"06073019303","Census Tract 193.03, San Diego County, California","B01001_001",7921,815,7921,815
"06073019403","Census Tract 194.03, San Diego County, California","B01001_001",5270,435,5270,435
"06073019404","Census Tract 194.04, San Diego County, California","B01001_001",3409,333,3409,333
"06073019405","Census Tract 194.05, San Diego County, California","B01001_001",3994,328,3994,328
"06073019406","Census Tract 194.06, San Diego County, California","B01001_001",4888,394,4888,394
"06073019501","Census Tract 195.01, San Diego County, California","B01001_001",4068,325,4068,325
"06073019502","Census Tract 195.02, San Diego County, California","B01001_001",5928,451,5928,451
"06073019503","Census Tract 195.03, San Diego County, California","B01001_001",5638,430,5638,430
"06073019601","Census Tract 196.01, San Diego County, California","B01001_001",7468,717,7468,717
"06073019602","Census Tract 196.02, San Diego County, California","B01001_001",5397,599,5397,599
"06073019701","Census Tract 197.01, San Diego County, California","B01001_001",7214,595,7214,595
"06073019702","Census Tract 197.02, San Diego County, California","B01001_001",5070,312,5070,312
"06073019803","Census Tract 198.03, San Diego County, California","B01001_001",5115,349,5115,349
"06073019804","Census Tract 198.04, San Diego County, California","B01001_001",4412,275,4412,275
"06073019805","Census Tract 198.05, San Diego County, California","B01001_001",4264,389,4264,389
"06073019806","Census Tract 198.06, San Diego County, California","B01001_001",12647,742,12647,742
"06073019808","Census Tract 198.08, San Diego County, California","B01001_001",4354,325,4354,325
"06073019809","Census Tract 198.09, San Diego County, California","B01001_001",3987,242,3987,242
"06073019902","Census Tract 199.02, San Diego County, California","B01001_001",4276,366,4276,366
"06073019903","Census Tract 199.03, San Diego County, California","B01001_001",5035,431,5035,431
"06073019904","Census Tract 199.04, San Diego County, California","B01001_001",6916,602,6916,602
"06073019905","Census Tract 199.05, San Diego County, California","B01001_001",4309,366,4309,366
"06073020013","Census Tract 200.13, San Diego County, California","B01001_001",14679,600,14679,600
"06073020014","Census Tract 200.14, San Diego County, California","B01001_001",7835,530,7835,530
"06073020015","Census Tract 200.15, San Diego County, California","B01001_001",5001,262,5001,262
"06073020016","Census Tract 200.16, San Diego County, California","B01001_001",9713,415,9713,415
"06073020017","Census Tract 200.17, San Diego County, California","B01001_001",3342,272,3342,272
"06073020018","Census Tract 200.18, San Diego County, California","B01001_001",8741,823,8741,823
"06073020019","Census Tract 200.19, San Diego County, California","B01001_001",7093,469,7093,469
"06073020020","Census Tract 200.20, San Diego County, California","B01001_001",7883,603,7883,603
"06073020021","Census Tract 200.21, San Diego County, California","B01001_001",6701,413,6701,413
"06073020022","Census Tract 200.22, San Diego County, California","B01001_001",6847,686,6847,686
"06073020023","Census Tract 200.23, San Diego County, California","B01001_001",4656,355,4656,355
"06073020024","Census Tract 200.24, San Diego County, California","B01001_001",4517,307,4517,307
"06073020025","Census Tract 200.25, San Diego County, California","B01001_001",4771,571,4771,571
"06073020026","Census Tract 200.26, San Diego County, California","B01001_001",4461,268,4461,268
"06073020027","Census Tract 200.27, San Diego County, California","B01001_001",17461,1094,17461,1094
"06073020028","Census Tract 200.28, San Diego County, California","B01001_001",4825,429,4825,429
"06073020029","Census Tract 200.29, San Diego County, California","B01001_001",5808,547,5808,547
"06073020103","Census Tract 201.03, San Diego County, California","B01001_001",10191,766,10191,766
"06073020105","Census Tract 201.05, San Diego County, California","B01001_001",4029,452,4029,452
"06073020106","Census Tract 201.06, San Diego County, California","B01001_001",3704,339,3704,339
"06073020107","Census Tract 201.07, San Diego County, California","B01001_001",3923,400,3923,400
"06073020108","Census Tract 201.08, San Diego County, California","B01001_001",6524,528,6524,528
"06073020109","Census Tract 201.09, San Diego County, California","B01001_001",5405,494,5405,494
"06073020202","Census Tract 202.02, San Diego County, California","B01001_001",6789,461,6789,461
"06073020206","Census Tract 202.06, San Diego County, California","B01001_001",6077,496,6077,496
"06073020207","Census Tract 202.07, San Diego County, California","B01001_001",4794,455,4794,455
"06073020208","Census Tract 202.08, San Diego County, California","B01001_001",2565,217,2565,217
"06073020209","Census Tract 202.09, San Diego County, California","B01001_001",5224,456,5224,456
"06073020210","Census Tract 202.10, San Diego County, California","B01001_001",5084,409,5084,409
"06073020211","Census Tract 202.11, San Diego County, California","B01001_001",6481,686,6481,686
"06073020213","Census Tract 202.13, San Diego County, California","B01001_001",3865,339,3865,339
"06073020214","Census Tract 202.14, San Diego County, California","B01001_001",6194,543,6194,543
"06073020304","Census Tract 203.04, San Diego County, California","B01001_001",6813,413,6813,413
"06073020305","Census Tract 203.05, San Diego County, California","B01001_001",6221,582,6221,582
"06073020306","Census Tract 203.06, San Diego County, California","B01001_001",9659,692,9659,692
"06073020307","Census Tract 203.07, San Diego County, California","B01001_001",7434,597,7434,597
"06073020308","Census Tract 203.08, San Diego County, California","B01001_001",5815,664,5815,664
"06073020309","Census Tract 203.09, San Diego County, California","B01001_001",4410,511,4410,511
"06073020401","Census Tract 204.01, San Diego County, California","B01001_001",2208,134,2208,134
"06073020403","Census Tract 204.03, San Diego County, California","B01001_001",3705,346,3705,346
"06073020404","Census Tract 204.04, San Diego County, California","B01001_001",5025,350,5025,350
"06073020405","Census Tract 204.05, San Diego County, California","B01001_001",3505,348,3505,348
"06073020500","Census Tract 205, San Diego County, California","B01001_001",5078,445,5078,445
"06073020601","Census Tract 206.01, San Diego County, California","B01001_001",6234,434,6234,434
"06073020602","Census Tract 206.02, San Diego County, California","B01001_001",6022,469,6022,469
"06073020705","Census Tract 207.05, San Diego County, California","B01001_001",4840,332,4840,332
"06073020706","Census Tract 207.06, San Diego County, California","B01001_001",6597,550,6597,550
"06073020707","Census Tract 207.07, San Diego County, California","B01001_001",5122,421,5122,421
"06073020708","Census Tract 207.08, San Diego County, California","B01001_001",3640,408,3640,408
"06073020709","Census Tract 207.09, San Diego County, California","B01001_001",8339,489,8339,489
"06073020710","Census Tract 207.10, San Diego County, California","B01001_001",1818,204,1818,204
"06073020801","Census Tract 208.01, San Diego County, California","B01001_001",5677,604,5677,604
"06073020805","Census Tract 208.05, San Diego County, California","B01001_001",3322,424,3322,424
"06073020806","Census Tract 208.06, San Diego County, California","B01001_001",6379,537,6379,537
"06073020807","Census Tract 208.07, San Diego County, California","B01001_001",2720,238,2720,238
"06073020809","Census Tract 208.09, San Diego County, California","B01001_001",7493,1183,7493,1183
"06073020810","Census Tract 208.10, San Diego County, California","B01001_001",5229,367,5229,367
"06073020811","Census Tract 208.11, San Diego County, California","B01001_001",6100,490,6100,490
"06073020902","Census Tract 209.02, San Diego County, California","B01001_001",2235,303,2235,303
"06073020903","Census Tract 209.03, San Diego County, California","B01001_001",3045,336,3045,336
"06073020904","Census Tract 209.04, San Diego County, California","B01001_001",2223,344,2223,344
"06073021000","Census Tract 210, San Diego County, California","B01001_001",2706,565,2706,565
"06073021100","Census Tract 211, San Diego County, California","B01001_001",7998,992,7998,992
"06073021202","Census Tract 212.02, San Diego County, California","B01001_001",3727,449,3727,449
"06073021204","Census Tract 212.04, San Diego County, California","B01001_001",5545,343,5545,343
"06073021205","Census Tract 212.05, San Diego County, California","B01001_001",6813,661,6813,661
"06073021206","Census Tract 212.06, San Diego County, California","B01001_001",3274,321,3274,321
"06073021302","Census Tract 213.02, San Diego County, California","B01001_001",7616,690,7616,690
"06073021303","Census Tract 213.03, San Diego County, California","B01001_001",9456,664,9456,664
"06073021304","Census Tract 213.04, San Diego County, California","B01001_001",2699,213,2699,213
"06073021400","Census Tract 214, San Diego County, California","B01001_001",7407,585,7407,585
"06073021500","Census Tract 215, San Diego County, California","B01001_001",11078,536,11078,536
"06073021600","Census Tract 216, San Diego County, California","B01001_001",3282,454,3282,454
"06073021800","Census Tract 218, San Diego County, California","B01001_001",2403,378,2403,378
"06073021900","Census Tract 219, San Diego County, California","B01001_001",7107,1177,7107,1177
"06073022000","Census Tract 220, San Diego County, California","B01001_001",4681,483,4681,483
"06073022100","Census Tract 221, San Diego County, California","B01001_001",10005,647,10005,647
"06073990100","Census Tract 9901, San Diego County, California","B01001_001",0,12,0,12
"06075010100","Census Tract 101, San Francisco County, California","B01001_001",3889,303,3889,303
"06075010200","Census Tract 102, San Francisco County, California","B01001_001",4167,404,4167,404
"06075010300","Census Tract 103, San Francisco County, California","B01001_001",4359,432,4359,432
"06075010400","Census Tract 104, San Francisco County, California","B01001_001",4536,489,4536,489
"06075010500","Census Tract 105, San Francisco County, California","B01001_001",2779,415,2779,415
"06075010600","Census Tract 106, San Francisco County, California","B01001_001",3429,256,3429,256
"06075010700","Census Tract 107, San Francisco County, California","B01001_001",5548,441,5548,441
"06075010800","Census Tract 108, San Francisco County, California","B01001_001",5038,489,5038,489
"06075010900","Census Tract 109, San Francisco County, California","B01001_001",4486,327,4486,327
"06075011000","Census Tract 110, San Francisco County, California","B01001_001",5127,483,5127,483
"06075011100","Census Tract 111, San Francisco County, California","B01001_001",4835,403,4835,403
"06075011200","Census Tract 112, San Francisco County, California","B01001_001",3329,311,3329,311
"06075011300","Census Tract 113, San Francisco County, California","B01001_001",2843,422,2843,422
"06075011700","Census Tract 117, San Francisco County, California","B01001_001",1790,199,1790,199
"06075011800","Census Tract 118, San Francisco County, California","B01001_001",1570,185,1570,185
"06075011901","Census Tract 119.01, San Francisco County, California","B01001_001",2699,202,2699,202
"06075011902","Census Tract 119.02, San Francisco County, California","B01001_001",2712,277,2712,277
"06075012000","Census Tract 120, San Francisco County, California","B01001_001",3973,438,3973,438
"06075012100","Census Tract 121, San Francisco County, California","B01001_001",3859,406,3859,406
"06075012201","Census Tract 122.01, San Francisco County, California","B01001_001",4620,349,4620,349
